time,gFx,gFy,gFz,TgF
4.300296,0.9832,-0.0248,0.1078,0.989
4.301972,0.9827,-0.0258,0.1083,0.989
4.305050,0.9851,-0.0243,0.1083,0.991
4.306669,0.9861,-0.0248,0.1083,0.992
4.309313,0.9871,-0.0248,0.1078,0.993
4.311969,0.9886,-0.0248,0.1073,0.995
4.313798,0.9886,-0.0243,0.1078,0.995
4.316606,0.9891,-0.0238,0.1068,0.995
4.318570,0.9905,-0.0244,0.1049,0.996
4.321774,0.9900,-0.0224,0.1049,0.996
4.323110,0.9915,-0.0224,0.1020,0.997
4.326106,0.9900,-0.0244,0.1020,0.996
4.328787,0.9915,-0.0239,0.1010,0.997
4.330165,0.9930,-0.0224,0.0986,0.998
4.333302,0.9925,-0.0229,0.0971,0.998
4.335302,0.9930,-0.0234,0.0991,0.998
4.337239,0.9944,-0.0234,0.1015,1.000
4.341113,0.9939,-0.0224,0.1035,1.000
4.342296,0.9934,-0.0224,0.1030,0.999
4.345239,0.9934,-0.0243,0.1088,1.000
4.346930,0.9925,-0.0253,0.1088,0.999
4.350086,0.9953,-0.0258,0.1123,1.002
4.352000,0.9968,-0.0267,0.1142,1.004
4.354995,0.9982,-0.0272,0.1206,1.006
4.356317,0.9987,-0.0281,0.1216,1.006
4.359888,0.9972,-0.0277,0.1230,1.005
4.363228,0.9972,-0.0262,0.1250,1.005
4.363534,0.9987,-0.0252,0.1259,1.007
4.366845,0.9948,-0.0261,0.1293,1.004
4.368408,0.9938,-0.0247,0.1303,1.003
4.371444,0.9952,-0.0251,0.1323,1.004
4.372973,0.9938,-0.0237,0.1317,1.003
4.376315,0.9933,-0.0247,0.1308,1.002
4.378169,0.9948,-0.0242,0.1298,1.004
4.381429,0.9933,-0.0251,0.1298,1.002
4.382553,0.9928,-0.0262,0.1289,1.002
4.385735,0.9933,-0.0286,0.1259,1.002
4.387184,0.9923,-0.0272,0.1230,1.000
4.391872,0.9948,-0.0257,0.1220,1.003
4.392667,0.9958,-0.0252,0.1191,1.003
4.395618,0.9949,-0.0252,0.1186,1.002
4.396960,0.9939,-0.0253,0.1157,1.001
4.400582,0.9949,-0.0248,0.1137,1.002
4.410388,0.9968,-0.0238,0.1132,1.003
4.411226,0.9973,-0.0243,0.1093,1.004
4.411501,0.9988,-0.0258,0.1094,1.005
4.411708,0.9978,-0.0238,0.1069,1.004
4.411969,0.9988,-0.0228,0.1054,1.005
4.413597,0.9983,-0.0228,0.1064,1.004
4.417348,0.9988,-0.0243,0.1064,1.005
4.419095,0.9998,-0.0253,0.1060,1.006
4.420851,0.9998,-0.0248,0.1050,1.006
4.424617,1.0017,-0.0258,0.1060,1.008
4.426183,1.0003,-0.0258,0.1045,1.006
4.429234,0.9998,-0.0267,0.1050,1.006
4.430202,0.9993,-0.0258,0.1055,1.005
4.433915,0.9983,-0.0253,0.1069,1.004
4.435926,0.9978,-0.0253,0.1059,1.004
4.437347,0.9954,-0.0248,0.1074,1.001
4.441079,0.9958,-0.0233,0.1088,1.002
4.442306,0.9958,-0.0243,0.1093,1.002
4.445966,0.9963,-0.0248,0.1103,1.003
4.446975,0.9949,-0.0248,0.1113,1.001
4.450550,0.9949,-0.0258,0.1108,1.001
4.452880,0.9963,-0.0282,0.1123,1.003
4.454006,0.9963,-0.0267,0.1127,1.003
4.457814,0.9953,-0.0287,0.1113,1.002
4.458905,0.9949,-0.0277,0.1132,1.002
4.461408,0.9929,-0.0287,0.1127,1.000
4.463432,0.9929,-0.0282,0.1137,1.000
4.466469,0.9919,-0.0272,0.1137,0.999
4.468334,0.9914,-0.0253,0.1142,0.998
4.471826,0.9909,-0.0248,0.1147,0.998
4.473161,0.9915,-0.0272,0.1127,0.998
4.476460,0.9930,-0.0258,0.1108,0.999
4.479578,0.9930,-0.0243,0.1088,0.999
4.480079,0.9915,-0.0262,0.1083,0.998
4.483726,0.9915,-0.0258,0.1069,0.998
4.486050,0.9910,-0.0253,0.1064,0.997
4.488691,0.9891,-0.0258,0.1059,0.995
4.489848,0.9891,-0.0234,0.1054,0.995
4.493169,0.9891,-0.0258,0.1035,0.995
4.496247,0.9881,-0.0263,0.1025,0.994
4.496644,0.9886,-0.0273,0.1025,0.994
4.500215,0.9857,-0.0248,0.1019,0.991
4.508481,0.9852,-0.0248,0.1034,0.991
4.509136,0.9847,-0.0244,0.1024,0.990
4.509355,0.9837,-0.0229,0.1034,0.989
4.509513,0.9813,-0.0244,0.1010,0.987
4.512054,0.9793,-0.0258,0.1039,0.985
4.513648,0.9784,-0.0253,0.1054,0.984
4.517526,0.9774,-0.0253,0.1044,0.983
4.519341,0.9784,-0.0263,0.1063,0.984
4.520658,0.9784,-0.0258,0.1054,0.984
4.525028,0.9789,-0.0273,0.1054,0.985
4.525456,0.9793,-0.0288,0.1049,0.985
4.529230,0.9803,-0.0292,0.1063,0.987
4.530214,0.9823,-0.0321,0.1069,0.989
4.533619,0.9851,-0.0316,0.1098,0.992
4.535835,0.9866,-0.0311,0.1108,0.993
4.537665,0.9871,-0.0302,0.1142,0.994
4.541324,0.9885,-0.0296,0.1186,0.996
4.542316,0.9914,-0.0286,0.1196,0.999
4.545830,0.9919,-0.0277,0.1201,1.000
4.547008,0.9953,-0.0277,0.1215,1.003
4.550897,0.9958,-0.0291,0.1230,1.004
4.553337,1.0002,-0.0291,0.1245,1.008
4.554977,1.0036,-0.0291,0.1245,1.012
4.556455,1.0070,-0.0291,0.1250,1.015
4.560346,1.0080,-0.0300,0.1250,1.016
4.561300,1.0108,-0.0286,0.1246,1.019
4.564873,1.0113,-0.0295,0.1251,1.019
4.567240,1.0129,-0.0286,0.1212,1.020
4.568372,1.0124,-0.0277,0.1197,1.020
4.572911,1.0114,-0.0277,0.1163,1.018
4.573283,1.0119,-0.0252,0.1143,1.019
4.576485,1.0090,-0.0253,0.1118,1.016
4.578160,1.0075,-0.0262,0.1123,1.014
4.581426,1.0066,-0.0238,0.1099,1.013
4.583988,1.0061,-0.0228,0.1094,1.012
4.585091,1.0056,-0.0238,0.1079,1.012
4.588703,1.0041,-0.0243,0.1065,1.010
4.589792,1.0036,-0.0238,0.1069,1.010
4.594095,1.0036,-0.0253,0.1055,1.009
4.594930,1.0022,-0.0248,0.1050,1.008
4.598015,1.0042,-0.0262,0.1030,1.010
4.607200,1.0018,-0.0243,0.1035,1.007
4.607936,0.9998,-0.0243,0.1040,1.005
4.608151,0.9988,-0.0244,0.1025,1.004
4.608332,0.9969,-0.0219,0.1005,1.002
4.609047,0.9950,-0.0239,0.0981,1.000
4.611711,0.9944,-0.0224,0.1005,1.000
4.614488,0.9944,-0.0239,0.1015,1.000
4.616330,0.9925,-0.0253,0.1000,0.998
4.618502,0.9915,-0.0253,0.1030,0.997
4.622072,0.9925,-0.0243,0.1059,0.998
4.623855,0.9920,-0.0238,0.1064,0.998
4.626374,0.9934,-0.0248,0.1079,1.000
4.628088,0.9949,-0.0282,0.1069,1.001
4.630623,0.9954,-0.0282,0.1064,1.001
4.633488,0.9930,-0.0292,0.1044,0.999
4.636989,0.9930,-0.0302,0.1098,0.999
4.637869,0.9944,-0.0286,0.1162,1.002
4.641238,0.9958,-0.0252,0.1210,1.003
4.643003,0.9944,-0.0237,0.1201,1.002
4.646227,0.9919,-0.0204,0.1195,0.999
4.646991,0.9905,-0.0199,0.1171,0.998
4.650448,0.9909,-0.0199,0.1166,0.998
4.652767,0.9914,-0.0233,0.1176,0.999
4.654337,0.9953,-0.0267,0.1210,1.003
4.657863,1.0007,-0.0272,0.1211,1.008
4.659422,1.0046,-0.0286,0.1201,1.012
4.661678,1.0070,-0.0286,0.1216,1.015
4.664676,1.0090,-0.0296,0.1197,1.016
4.666731,1.0099,-0.0296,0.1173,1.017
4.668508,1.0085,-0.0281,0.1153,1.015
4.672129,1.0080,-0.0262,0.1138,1.015
4.673163,1.0046,-0.0253,0.1123,1.011
4.676080,1.0017,-0.0253,0.1094,1.008
4.678132,0.9988,-0.0267,0.1104,1.005
4.681192,0.9969,-0.0253,0.1083,1.003
4.683521,0.9949,-0.0262,0.1098,1.001
4.685082,0.9939,-0.0272,0.1088,1.000
4.688584,0.9925,-0.0248,0.1098,0.999
4.689773,0.9920,-0.0253,0.1113,0.999
4.693154,0.9919,-0.0248,0.1147,0.999
4.694698,0.9924,-0.0248,0.1147,0.999
4.698024,0.9919,-0.0242,0.1196,0.999
4.706503,0.9909,-0.0262,0.1196,0.998
4.707047,0.9909,-0.0272,0.1215,0.999
4.707248,0.9909,-0.0262,0.1225,0.999
4.707433,0.9919,-0.0277,0.1225,1.000
4.710096,0.9919,-0.0272,0.1250,1.000
4.711330,0.9909,-0.0267,0.1245,0.999
4.713690,0.9938,-0.0252,0.1240,1.002
4.716687,0.9938,-0.0257,0.1250,1.002
4.720323,0.9933,-0.0272,0.1250,1.002
4.723518,0.9914,-0.0267,0.1259,1.000
4.723812,0.9919,-0.0257,0.1254,1.000
4.726347,0.9919,-0.0237,0.1239,1.000
4.727955,0.9928,-0.0262,0.1254,1.001
4.731512,0.9914,-0.0252,0.1220,0.999
4.733586,0.9924,-0.0267,0.1196,1.000
4.735153,0.9914,-0.0252,0.1206,0.999
4.739267,0.9909,-0.0252,0.1181,0.998
4.739636,0.9885,-0.0248,0.1171,0.996
4.743332,0.9886,-0.0243,0.1132,0.995
4.745896,0.9876,-0.0243,0.1122,0.994
4.747210,0.9881,-0.0258,0.1102,0.995
4.750271,0.9866,-0.0262,0.1083,0.993
4.752280,0.9861,-0.0244,0.1063,0.992
4.755858,0.9852,-0.0248,0.1054,0.991
4.756875,0.9857,-0.0244,0.1039,0.991
4.759913,0.9862,-0.0234,0.1019,0.992
4.761346,0.9833,-0.0253,0.1019,0.989
4.764983,0.9837,-0.0234,0.1005,0.989
4.766891,0.9842,-0.0224,0.1005,0.990
4.768571,0.9847,-0.0229,0.1019,0.990
4.772950,0.9862,-0.0253,0.1024,0.992
4.773326,0.9881,-0.0239,0.1034,0.994
4.777069,0.9895,-0.0244,0.1035,0.995
4.778138,0.9915,-0.0244,0.1020,0.997
4.781244,0.9925,-0.0234,0.1020,0.998
4.783380,0.9930,-0.0234,0.1005,0.998
4.785767,0.9964,-0.0234,0.1010,1.002
4.787443,0.9959,-0.0244,0.1030,1.001
4.791108,0.9983,-0.0248,0.1025,1.004
4.794109,0.9978,-0.0238,0.1044,1.004
4.795402,0.9974,-0.0238,0.1049,1.003
4.797942,0.9978,-0.0258,0.1064,1.004
4.807330,1.0003,-0.0253,0.1065,1.006
4.808034,1.0008,-0.0258,0.1055,1.007
4.808287,1.0017,-0.0248,0.1060,1.008
4.808493,1.0013,-0.0267,0.1050,1.007
4.808936,1.0022,-0.0282,0.1055,1.008
4.812023,1.0018,-0.0258,0.1060,1.008
4.814932,0.9998,-0.0253,0.1050,1.006
4.816670,0.9983,-0.0253,0.1030,1.004
4.819324,0.9983,-0.0262,0.1030,1.004
4.823439,0.9993,-0.0253,0.1016,1.005
4.823813,0.9993,-0.0263,0.0991,1.005
4.826941,0.9988,-0.0278,0.1001,1.004
4.828023,0.9988,-0.0253,0.0982,1.004
4.831229,0.9978,-0.0248,0.0996,1.003
4.833384,0.9988,-0.0263,0.1001,1.004
4.835209,0.9964,-0.0263,0.1005,1.002
4.838959,0.9944,-0.0263,0.1005,1.000
4.839900,0.9934,-0.0263,0.1025,0.999
4.842895,0.9925,-0.0272,0.1064,0.999
4.844741,0.9895,-0.0267,0.1103,0.996
4.848108,0.9895,-0.0267,0.1127,0.996
4.849885,0.9881,-0.0262,0.1146,0.995
4.853509,0.9861,-0.0286,0.1176,0.993
4.854201,0.9870,-0.0257,0.1190,0.995
4.857104,0.9866,-0.0272,0.1210,0.994
4.859602,0.9866,-0.0267,0.1229,0.995
4.862362,0.9866,-0.0267,0.1234,0.995
4.863545,0.9851,-0.0257,0.1244,0.993
4.866308,0.9866,-0.0262,0.1264,0.995
4.868879,0.9870,-0.0267,0.1278,0.996
4.872023,0.9875,-0.0257,0.1278,0.996
4.873254,0.9850,-0.0252,0.1293,0.994
4.875715,0.9856,-0.0272,0.1273,0.994
4.878755,0.9875,-0.0267,0.1278,0.996
4.880405,0.9861,-0.0281,0.1259,0.994
4.889135,0.9870,-0.0272,0.1239,0.995
4.889693,0.9870,-0.0272,0.1229,0.995
4.889909,0.9875,-0.0262,0.1220,0.995
4.890090,0.9870,-0.0262,0.1210,0.995
4.893065,0.9890,-0.0248,0.1181,0.996
4.895009,0.9895,-0.0267,0.1162,0.997
4.898370,0.9890,-0.0248,0.1171,0.996
4.900489,0.9900,-0.0258,0.1132,0.997
4.902091,0.9929,-0.0248,0.1127,1.000
4.906494,0.9905,-0.0258,0.1108,0.997
4.906862,0.9920,-0.0272,0.1113,0.999
4.910374,0.9920,-0.0248,0.1083,0.998
4.911530,0.9939,-0.0258,0.1069,1.000
4.914843,0.9944,-0.0253,0.1049,1.000
4.916903,0.9974,-0.0228,0.1069,1.003
4.918769,0.9964,-0.0243,0.1049,1.002
4.922140,0.9954,-0.0243,0.1064,1.001
4.924040,0.9954,-0.0248,0.1074,1.001
4.925827,0.9964,-0.0243,0.1040,1.002
4.928966,0.9954,-0.0238,0.1044,1.001
4.930255,0.9964,-0.0238,0.1059,1.002
4.933568,0.9939,-0.0238,0.1049,1.000
4.936810,0.9959,-0.0243,0.1054,1.002
4.937767,0.9944,-0.0243,0.1049,1.000
4.940724,0.9944,-0.0267,0.1054,1.000
4.944450,0.9949,-0.0272,0.1044,1.001
4.944793,0.9939,-0.0262,0.1059,1.000
4.948651,0.9930,-0.0253,0.1054,0.999
4.950424,0.9930,-0.0258,0.1064,0.999
4.952249,0.9915,-0.0248,0.1088,0.998
4.955876,0.9930,-0.0258,0.1098,0.999
4.956598,0.9925,-0.0248,0.1108,0.999
4.960861,0.9934,-0.0258,0.1132,1.000
4.961656,0.9939,-0.0237,0.1181,1.001
4.964936,0.9939,-0.0262,0.1171,1.001
4.966938,0.9949,-0.0252,0.1196,1.002
4.970509,0.9958,-0.0262,0.1220,1.004
4.970896,0.9938,-0.0267,0.1250,1.002
4.974017,0.9948,-0.0272,0.1240,1.003
4.977356,0.9963,-0.0291,0.1259,1.005
4.977925,0.9958,-0.0281,0.1284,1.004
4.981486,0.9948,-0.0281,0.1284,1.003
4.983388,0.9963,-0.0286,0.1293,1.005
4.985282,0.9967,-0.0276,0.1298,1.006
4.988890,0.9977,-0.0291,0.1279,1.006
4.990050,0.9987,-0.0286,0.1259,1.007
4.994720,0.9977,-0.0277,0.1245,1.006
4.995367,0.9972,-0.0262,0.1235,1.005
4.998455,0.9967,-0.0257,0.1220,1.005
5.008369,0.9963,-0.0252,0.1191,1.004
5.009045,0.9968,-0.0257,0.1157,1.004
5.009260,0.9968,-0.0243,0.1137,1.004
5.009488,0.9953,-0.0233,0.1123,1.002
5.009678,0.9973,-0.0238,0.1098,1.004
5.011990,0.9939,-0.0238,0.1083,1.000
5.014898,0.9910,-0.0233,0.1074,0.997
5.018488,0.9920,-0.0238,0.1079,0.998
5.019207,0.9934,-0.0248,0.1074,1.000
5.022406,0.9900,-0.0253,0.1064,0.996
5.023453,0.9910,-0.0248,0.1074,0.997
5.027342,0.9895,-0.0258,0.1054,0.995
5.028746,0.9891,-0.0253,0.1054,0.995
5.030479,0.9871,-0.0267,0.1064,0.993
5.034441,0.9851,-0.0248,0.1063,0.991
5.035376,0.9842,-0.0248,0.1068,0.990
5.038794,0.9851,-0.0238,0.1073,0.991
5.040507,0.9827,-0.0234,0.1068,0.989
5.044107,0.9833,-0.0229,0.1049,0.989
5.044838,0.9856,-0.0234,0.1044,0.991
5.048266,0.9847,-0.0214,0.1024,0.990
5.050371,0.9862,-0.0209,0.1015,0.992
5.052088,0.9891,-0.0229,0.0991,0.994
5.056082,0.9911,-0.0219,0.0996,0.996
5.057254,0.9906,-0.0229,0.0991,0.996
5.059641,0.9916,-0.0214,0.0971,0.997
5.061409,0.9925,-0.0224,0.0947,0.997
5.065040,0.9935,-0.0214,0.0942,0.998
5.066665,0.9935,-0.0234,0.0932,0.998
5.068900,0.9935,-0.0225,0.0903,0.998
5.073048,0.9935,-0.0210,0.0917,0.998
5.073363,0.9945,-0.0215,0.0917,0.999
5.077958,0.9950,-0.0234,0.0952,1.000
5.078302,0.9969,-0.0239,0.0966,1.002
5.081873,0.9969,-0.0258,0.0986,1.002
5.084168,0.9959,-0.0258,0.1030,1.002
5.085550,0.9974,-0.0267,0.1060,1.003
5.089154,0.9954,-0.0287,0.1074,1.002
5.090087,0.9958,-0.0267,0.1127,1.003
5.093205,0.9968,-0.0301,0.1143,1.004
5.095044,0.9949,-0.0272,0.1176,1.002
5.098149,0.9944,-0.0286,0.1181,1.002
5.100200,0.9953,-0.0301,0.1215,1.003
5.102108,0.9958,-0.0286,0.1245,1.004
5.105481,0.9953,-0.0310,0.1254,1.004
5.107050,0.9943,-0.0272,0.1254,1.003
5.109283,0.9953,-0.0291,0.1254,1.004
5.113550,0.9933,-0.0286,0.1254,1.002
5.113920,0.9938,-0.0286,0.1240,1.002
5.122689,0.9928,-0.0272,0.1230,1.001
5.123403,0.9928,-0.0267,0.1235,1.001
5.123654,0.9953,-0.0272,0.1201,1.003
5.123862,0.9949,-0.0252,0.1191,1.002
5.126328,0.9944,-0.0237,0.1186,1.002
5.128777,0.9949,-0.0243,0.1147,1.002
5.131959,0.9958,-0.0238,0.1123,1.002
5.133673,0.9963,-0.0243,0.1113,1.003
5.136732,0.9964,-0.0267,0.1093,1.003
5.137637,0.9959,-0.0262,0.1083,1.002
5.140408,0.9949,-0.0253,0.1054,1.001
5.143391,0.9949,-0.0248,0.1054,1.001
5.144954,0.9949,-0.0243,0.1059,1.001
5.148402,0.9959,-0.0238,0.1054,1.002
5.150029,0.9934,-0.0253,0.1069,1.000
5.153333,0.9939,-0.0248,0.1054,1.000
5.155077,0.9939,-0.0277,0.1044,1.000
5.156618,0.9944,-0.0258,0.1054,1.000
5.159613,0.9925,-0.0248,0.1054,0.998
5.162313,0.9900,-0.0253,0.1044,0.996
5.164953,0.9925,-0.0267,0.1074,0.999
5.166524,0.9910,-0.0272,0.1064,0.997
5.169567,0.9905,-0.0272,0.1083,0.997
5.171119,0.9900,-0.0262,0.1093,0.996
5.173772,0.9886,-0.0272,0.1127,0.995
5.177049,0.9895,-0.0258,0.1113,0.996
5.178236,0.9895,-0.0272,0.1132,0.996
5.182067,0.9895,-0.0267,0.1147,0.996
5.183887,0.9905,-0.0248,0.1152,0.997
5.185758,0.9924,-0.0243,0.1147,0.999
5.188666,0.9919,-0.0253,0.1147,0.999
5.190118,0.9914,-0.0238,0.1137,0.998
5.193809,0.9909,-0.0238,0.1141,0.998
5.195029,0.9914,-0.0238,0.1137,0.998
5.198719,0.9929,-0.0228,0.1137,1.000
5.200620,0.9924,-0.0233,0.1147,0.999
5.202227,0.9924,-0.0238,0.1152,0.999
5.205513,0.9939,-0.0228,0.1147,1.001
5.206913,0.9953,-0.0238,0.1152,1.002
5.211073,0.9953,-0.0233,0.1157,1.002
5.211475,0.9968,-0.0238,0.1152,1.004
5.214655,0.9949,-0.0238,0.1152,1.002
5.223501,0.9958,-0.0214,0.1147,1.003
5.224094,0.9963,-0.0214,0.1152,1.003
5.224384,0.9973,-0.0233,0.1152,1.004
5.224573,0.9958,-0.0243,0.1142,1.003
5.227010,0.9953,-0.0219,0.1137,1.002
5.228495,0.9949,-0.0233,0.1142,1.002
5.231004,0.9934,-0.0233,0.1108,1.000
5.233211,0.9929,-0.0228,0.1113,0.999
5.236454,0.9934,-0.0214,0.1108,1.000
5.238135,0.9930,-0.0238,0.1098,0.999
5.240357,0.9915,-0.0248,0.1103,0.998
5.243417,0.9919,-0.0223,0.1117,0.998
5.245003,0.9909,-0.0214,0.1132,0.998
5.248180,0.9924,-0.0243,0.1118,0.999
5.250186,0.9909,-0.0233,0.1122,0.998
5.251951,0.9919,-0.0233,0.1127,0.999
5.255544,0.9914,-0.0228,0.1151,0.998
5.257156,0.9924,-0.0219,0.1156,0.999
5.259650,0.9949,-0.0233,0.1142,1.002
5.262059,0.9924,-0.0233,0.1157,0.999
5.264542,0.9944,-0.0223,0.1157,1.001
5.266495,0.9929,-0.0228,0.1147,1.000
5.269725,0.9939,-0.0223,0.1162,1.001
5.271285,0.9914,-0.0204,0.1137,0.998
5.274134,0.9919,-0.0209,0.1161,0.999
5.277343,0.9929,-0.0219,0.1176,1.000
5.278231,0.9953,-0.0204,0.1157,1.002
5.281702,0.9949,-0.0228,0.1167,1.002
5.283408,0.9944,-0.0228,0.1152,1.001
5.285524,0.9953,-0.0223,0.1132,1.002
5.288860,0.9949,-0.0228,0.1127,1.001
5.289998,0.9924,-0.0219,0.1112,0.999
5.293804,0.9920,-0.0243,0.1113,0.999
5.294794,0.9905,-0.0228,0.1107,0.997
5.298168,0.9895,-0.0214,0.1107,0.996
5.299859,0.9876,-0.0214,0.1098,0.994
5.303233,0.9881,-0.0200,0.1093,0.994
5.304770,0.9871,-0.0223,0.1112,0.994
5.307213,0.9866,-0.0228,0.1122,0.993
5.310069,0.9866,-0.0219,0.1141,0.993
5.311481,0.9866,-0.0233,0.1146,0.993
5.314797,0.9866,-0.0219,0.1151,0.993
5.322017,0.9890,-0.0243,0.1141,0.996
5.322477,0.9885,-0.0223,0.1166,0.996
5.322641,0.9890,-0.0238,0.1181,0.996
5.326237,0.9880,-0.0243,0.1185,0.995
5.326551,0.9895,-0.0223,0.1195,0.997
5.329692,0.9905,-0.0219,0.1205,0.998
5.330496,0.9905,-0.0223,0.1181,0.998
5.332996,0.9900,-0.0233,0.1181,0.997
5.336303,0.9909,-0.0228,0.1151,0.998
5.338155,0.9914,-0.0219,0.1156,0.998
5.340843,0.9919,-0.0228,0.1127,0.999
5.342935,0.9919,-0.0209,0.1141,0.999
5.345754,0.9929,-0.0223,0.1127,1.000
5.348335,0.9939,-0.0223,0.1113,1.000
5.349834,0.9949,-0.0228,0.1118,1.001
5.353747,0.9914,-0.0233,0.1132,0.998
5.355016,0.9939,-0.0243,0.1123,1.000
5.357543,0.9939,-0.0243,0.1162,1.001
5.359657,0.9929,-0.0238,0.1152,1.000
5.362430,0.9944,-0.0233,0.1132,1.001
5.364037,0.9929,-0.0248,0.1147,1.000
5.366640,0.9929,-0.0243,0.1147,1.000
5.369754,0.9929,-0.0243,0.1132,1.000
5.371160,0.9919,-0.0258,0.1137,0.999
5.374179,0.9924,-0.0272,0.1132,0.999
5.375809,0.9900,-0.0262,0.1147,0.997
5.379573,0.9905,-0.0262,0.1142,0.997
5.382197,0.9891,-0.0253,0.1137,0.996
5.383579,0.9909,-0.0253,0.1152,0.998
5.386275,0.9891,-0.0253,0.1137,0.996
5.389185,0.9895,-0.0253,0.1142,0.996
5.390205,0.9895,-0.0253,0.1146,0.996
5.393684,0.9900,-0.0243,0.1151,0.997
5.394923,0.9919,-0.0243,0.1147,0.999
5.398658,0.9924,-0.0257,0.1191,1.000
5.400477,0.9924,-0.0238,0.1181,1.000
5.402000,0.9983,-0.0253,0.1088,1.005
5.406047,1.0017,-0.0248,0.1099,1.008
5.406966,1.0012,-0.0253,0.1094,1.007
5.410417,1.0002,-0.0243,0.1079,1.006
5.411521,0.9978,-0.0238,0.1074,1.004
5.414965,0.9939,-0.0258,0.1059,1.000
5.423207,0.9939,-0.0267,0.1044,1.000
5.423827,0.9954,-0.0267,0.1025,1.001
5.424051,1.0008,-0.0306,0.1011,1.006
5.424227,1.0033,-0.0302,0.0938,1.008
5.427026,1.0032,-0.0268,0.0952,1.008
5.428311,1.0008,-0.0234,0.0977,1.006
5.432140,0.9988,-0.0204,0.0981,1.004
5.433155,0.9964,-0.0204,0.1030,1.002
5.436445,0.9915,-0.0185,0.1024,0.997
5.437761,0.9905,-0.0190,0.1010,0.996
5.440846,0.9905,-0.0200,0.1044,0.996
5.443595,0.9876,-0.0228,0.1112,0.994
5.445106,0.9871,-0.0248,0.1132,0.994
5.448195,0.9866,-0.0272,0.1141,0.994
5.449870,0.9866,-0.0302,0.1142,0.994
5.452952,0.9866,-0.0291,0.1171,0.994
5.455731,0.9880,-0.0277,0.1196,0.996
5.457099,0.9870,-0.0267,0.1239,0.995
5.460341,0.9894,-0.0281,0.1264,0.998
5.461873,0.9875,-0.0272,0.1293,0.996
5.464890,0.9870,-0.0276,0.1308,0.996
5.467116,0.9865,-0.0271,0.1322,0.996
5.469012,0.9855,-0.0271,0.1337,0.995
5.472508,0.9698,-0.0086,0.1511,0.982
5.473453,0.9679,-0.0092,0.1320,0.977
5.476455,0.9822,-0.0199,0.1156,0.989
5.479850,0.9856,-0.0262,0.1073,0.992
5.480803,0.9853,-0.0288,0.0961,0.990
5.483455,0.9862,-0.0293,0.0878,0.991
5.486349,0.9872,-0.0283,0.0874,0.991
5.487872,0.9877,-0.0302,0.0917,0.992
5.490891,0.9930,-0.0307,0.0928,0.998
5.494162,0.9964,-0.0317,0.0942,1.001
5.494838,1.0013,-0.0317,0.0958,1.006
5.498524,1.0018,-0.0288,0.0972,1.007
5.507888,0.9993,-0.0263,0.1001,1.005
5.508522,1.0003,-0.0248,0.1055,1.006
5.508719,1.0032,-0.0262,0.1128,1.010
5.508891,1.0026,-0.0247,0.1167,1.010
5.509986,1.0041,-0.0247,0.1187,1.011
5.513179,1.0065,-0.0291,0.1177,1.014
5.517163,1.0046,-0.0306,0.1187,1.012
5.517902,0.9967,-0.0233,0.1298,1.005
5.519064,0.9903,-0.0120,0.1346,1.000
5.523099,0.9756,0.0114,0.1466,0.987
5.523475,0.9814,0.0022,0.1584,0.994
5.527156,0.9839,-0.0075,0.1624,0.997
5.528527,0.9839,-0.0081,0.1590,0.997
5.530641,0.9878,-0.0120,0.1512,0.999
5.533244,0.9799,0.0037,0.1623,0.993
5.536891,0.9686,0.0096,0.1832,0.986
5.538338,0.9710,-0.0006,0.1925,0.990
5.541240,0.9817,-0.0103,0.1892,1.000
5.544248,0.9911,-0.0206,0.1810,1.008
5.545252,0.9995,-0.0270,0.1582,1.012
5.548498,0.9977,-0.0300,0.1298,1.007
5.550574,0.9904,-0.0315,0.1308,0.999
5.554136,0.9865,-0.0392,0.1357,0.997
5.554648,0.9933,-0.0461,0.1329,1.003
5.557704,1.0050,-0.0524,0.1271,1.014
5.560885,1.0071,-0.0495,0.1203,1.015
5.561749,1.0075,-0.0481,0.1129,1.015
5.565173,1.0198,-0.0549,0.1062,1.027
5.567063,1.0272,-0.0579,0.0922,1.033
5.568989,1.0331,-0.0618,0.0761,1.038
5.572890,1.0327,-0.0590,0.0634,1.036
5.573668,1.0293,-0.0585,0.0595,1.033
5.576746,1.0308,-0.0600,0.0576,1.034
5.578291,1.0293,-0.0585,0.0585,1.033
5.581428,1.0230,-0.0542,0.0575,1.026
5.583519,1.0147,-0.0469,0.0598,1.018
5.586957,1.0079,-0.0410,0.0646,1.011
5.588373,1.0024,-0.0352,0.0718,1.006
5.591552,0.9961,-0.0278,0.0772,0.999
5.592824,0.9916,-0.0239,0.0800,0.995
5.596001,0.9877,-0.0206,0.0824,0.991
5.605362,0.9877,-0.0181,0.0829,0.991
5.606052,0.9843,-0.0186,0.0853,0.988
5.606302,0.9838,-0.0196,0.0839,0.988
5.606552,0.9814,-0.0211,0.0834,0.985
5.607058,0.9834,-0.0211,0.0834,0.987
5.609664,0.9828,-0.0200,0.0863,0.987
5.612557,0.9824,-0.0196,0.0834,0.986
5.615105,0.9844,-0.0201,0.0805,0.988
5.616944,0.9839,-0.0152,0.0780,0.987
5.620096,0.9829,-0.0133,0.0736,0.986
5.621356,0.9893,-0.0162,0.0658,0.992
5.624776,0.9922,-0.0192,0.0585,0.994
5.626449,0.9967,-0.0222,0.0508,0.998
5.630586,0.9991,-0.0251,0.0474,1.001
